axis,MinC,MaxC
axis1,11.343826265567499,15.557039668527123
axis2,24.567595268153628,33.815481413816244
axis3,19.659363741319822,24.9232925489539
axis4,7.2060023250426966,10.611321862641374
axis5,8.516996158758166,11.642953571876514
axis6,9.469247153402463,12.932467261876878
axis7,7.232741190149831,7.244916106450612
axis8,3.136178541982043,3.9181786256342495
