axis,residual_mean,residual_std
axis1,-1.7194016594315795e-17,2.1620908570390145
axis2,2.7510426550905273e-16,6.879687800550646
axis3,-4.585071091817545e-17,5.111818954206735
axis4,9.17014218363509e-17,1.5748510909010023
axis5,-1.4901481048407022e-16,2.1001585213486824
axis6,-9.743276070112283e-17,1.8154418655536146
axis7,1.1462677729543862e-16,2.16674554872628
axis8,1.1462677729543863e-17,0.42306539042077007
