axis,MinC,MaxC
axis1,12.92244996805503,16.784425076186558
axis2,27.933963706757403,35.76348002306016
axis3,20.561973915155054,26.383488053058173
axis4,7.920240154124872,10.342460785484949
axis5,9.984030892200868,12.809242754162621
axis6,10.110377967251548,13.305862118092485
axis7,11.445049071602062,14.359988748247275
axis8,2.879637193719471,3.839790198680521
